dexy - INFO - starting logging for dexy
dexy - INFO - (state:running) 4f87c0228d954e9d33c479f4b88f5daf doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/noptify/node_modules/nopt/node_modules/abbrev/test.js: running...
dexy - INFO - (state:running) 1ddffb64118dfb6e50bcbbd2d16785e3 doc:node_modules/grunt/node_modules/minimatch/node_modules/lru-cache/lib/lru-cache.js: running...
dexy - INFO - (state:running) a8e2d88f0b2cbc55beb5d6aedccdcdb9 doc:node_modules/grunt/internal-tasks/bump.js: running...
dexy - INFO - (state:running) c6a01299ab0569cba42bb32dfcfd223e doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/qs/test/parse.js: running...
dexy - INFO - (state:running) a214050a10562aff5aa8d37555c54dd5 doc:node_modules/grunt/node_modules/minimatch/test/extglob-ending-with-state-char.js: running...
dexy - INFO - (state:running) dd6a1a699640fcf4d83ea19e18c65829 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/vendor/fstream/lib/file-writer.js: running...
dexy - INFO - (state:running) 52b64b4cdfc83a2d333a2860b378c5f0 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/lib/action/subparsers.js: running...
dexy - INFO - (state:running) e1e1d6c728cd9d7ac8a68c348655e61c doc:node_modules/grunt/node_modules/grunt-legacy-log/node_modules/underscore.string/test/underscore.js: running...
dexy - INFO - (state:running) 5371b45cd4f5cc0a85138f1bb729e263 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/build/pre-compile.js: running...
dexy - INFO - (state:running) 6384abf82b764ec44142f51d8218ae5b doc:node_modules/grunt/node_modules/js-yaml/lib/js-yaml/type/map.js: running...
dexy - INFO - (state:running) f80c3ebaea94e476dc3855ca688d63f8 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/qs/examples.js: running...
dexy - INFO - (state:running) cde52b8e4f1d72f29e930c24d5bc1daf doc:node_modules/grunt/node_modules/coffee-script/lib/coffee-script/command.js: running...
dexy - INFO - (state:running) 28314b811b75475dfd5e6caeaba82a47 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/examples/choice.js: running...
dexy - INFO - (state:running) 11146674bee46d6cc0468fb0e9723bef doc:node_modules/grunt/node_modules/nopt/node_modules/abbrev/test.js: running...
dexy - INFO - (state:running) ff08671e2ea79a66fb130118b2d6f853 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/vendor/fstream/lib/collect.js: running...
dexy - INFO - (state:running) c5f5ba4b05006c37f58bb26789b1b2e3 doc:node_modules/grunt/node_modules/eventemitter2/lib/eventemitter2.js: running...
dexy - INFO - (state:running) 36ab20a293c2b4758d830b28e222a75a doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/faye-websocket/lib/faye/websocket/api.js: running...
dexy - INFO - (state:running) d5389044954dfe4417dc9ebdd6e46a92 doc:node_modules/grunt/node_modules/js-yaml/lib/js-yaml/mark.js: running...
dexy - INFO - (state:running) 050d68f8bbbee37511e62335f70b91ed doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/build/minify.js: running...
dexy - INFO - (state:running) bc4cc0e1860b88aa29cd3c5cb50104cd doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/faye-websocket/examples/server.js: running...
dexy - INFO - (state:running) a23e0452b14abec12ae1d2a235f6d36f doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/faye-websocket/lib/faye/websocket/draft75_parser.js: running...
dexy - INFO - (state:running) 6d998ef30f473ef0fcb285d8bc893380 doc:node_modules/grunt/node_modules/nopt/examples/my-program.js: running...
dexy - INFO - (state:running) 9b0440179dc17400f22d207064c03a81 doc:node_modules/grunt/node_modules/lodash/vendor/tar/vendor/fstream/lib/dir-reader.js: running...
dexy - INFO - (state:running) 9f05ebeb52225e961b5b68091a327dbd doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/node_modules/underscore.string/test/run-qunit.js: running...
dexy - INFO - (state:running) fd57795a84614a59ca5ad2167f5f3a95 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/noptify/test/commandable.js: running...
dexy - INFO - (state:running) e4b67a5f3125c86eb18b5a94c1443d66 doc:node_modules/grunt/node_modules/grunt-legacy-log/node_modules/underscore.string/dist/underscore.string.min.js: running...
dexy - INFO - (state:running) 1799e839916dec683c81dfd56155b595 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/test/globule_test.js: running...
dexy - INFO - (state:running) ca24bd9d5cd1a7ab043663b2a7e305a9 doc:node_modules/grunt/node_modules/lodash/vendor/tar/lib/pack.js: running...
dexy - INFO - (state:running) 4b4fd63881355a566d65e2f81d78086a doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/glob/test/cwd-test.js: running...
dexy - INFO - (state:running) 1ca18b6faba9115ab19bcdf0faebdf96 doc:node_modules/grunt/node_modules/lodash/index.js: running...
dexy - INFO - (state:running) c795347a057b8046afe1bf46f8febecb doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/test/server.js: running...
dexy - INFO - (state:running) c8efb690387a0344cbfc2f49ca7d0164 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/lib/action/store/true.js: running...
dexy - INFO - (state:running) afc9f96da2b215ff9af67496f03a57e7 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/glob/test/mark.js: running...
dexy - INFO - (state:running) e86cd8f3036abdd4ac6ccebdcd230028 doc:node_modules/grunt/node_modules/js-yaml/lib/js-yaml/require.js: running...
dexy - INFO - (state:running) d71b1aed4594652e472f75ef6590ddbe doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/node_modules/minimatch/test/defaults.js: running...
dexy - INFO - (state:running) 76dfe42780ef3a6feec44322faafc091 doc:node_modules/grunt/node_modules/iconv-lite/encodings/singlebyte.js: running...
dexy - INFO - (state:running) c1d7312b0c89a0a55b48bbee54ee1c10 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/lib/argparse.js: running...
dexy - INFO - (state:running) aae9356f9313c5bd0f1f0c2ef6652b8e doc:node_modules/grunt/lib/grunt.js: running...
dexy - INFO - (state:running) 5d2b03387dd76c15b0e30b42c3932c88 doc:node_modules/grunt/node_modules/exit/lib/exit.js: running...
dexy - INFO - (state:running) 79a419f54b1659bf43f52ec3b9fce967 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/node_modules/underscore/underscore-min.js: running...
dexy - INFO - (state:running) 970004b5d217de064aa9a9959f4bcdf3 doc:node_modules/grunt/node_modules/rimraf/test/test-async.js: running...
dexy - INFO - (state:running) 24f191c73a87749e3bcc6ff314d0e1f2 doc:node_modules/grunt-contrib-compass/node_modules/async/lib/async.js: running...
dexy - INFO - (state:running) 0bb753cea17fa9b5870e53351d462c8b doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/node_modules/inherits/inherits_browser.js: running...
dexy - INFO - (state:running) c96bf2a471594c88813c1090f3f533ec doc:node_modules/grunt/node_modules/js-yaml/lib/js-yaml/type/str.js: running...
dexy - INFO - (state:running) cf1f3e0f506b8c8793eff2f670a878a5 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/faye-websocket/lib/faye/websocket/api/event.js: running...
dexy - INFO - (state:running) 9659eac12d0a6d429bc488236e580414 doc:node_modules/grunt/node_modules/glob/examples/g.js: running...
dexy - INFO - (state:running) 2f5b8ae2b263918be50436d4fe694aaf doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/vendor/fstream/lib/dir-reader.js: running...
dexy - INFO - (state:running) 8e5143ede49c49a655f853ddcc0e6ede doc:node_modules/grunt/node_modules/minimatch/node_modules/lru-cache/test/foreach.js: running...
dexy - INFO - (state:running) e1fc3421cd69fca1c92ab57b8e1a8bea doc:node_modules/grunt/node_modules/lodash/build/minify.js: running...
dexy - INFO - (state:running) 9e1252024fc3b9109fe25fb4eab97b9a doc:node_modules/grunt/node_modules/lodash/vendor/tar/lib/parse.js: running...
dexy - INFO - (state:running) 8ac6445df87c57194f2defc2e5f0691a doc:node_modules/grunt/node_modules/lodash/vendor/tar/lib/entry.js: running...
dexy - INFO - (state:running) 2507598993fd9421647e2bd0d9145288 doc:node_modules/grunt/node_modules/getobject/Gruntfile.js: running...
dexy - INFO - (state:running) d2d8f22f108b0d771623d76b99a3e80b doc:node_modules/grunt/node_modules/lodash/vendor/tar/vendor/fstream/lib/collect.js: running...
dexy - INFO - (state:running) 82135e350fcbf8322bb0dae66e7dd15d doc:node_modules/grunt/node_modules/js-yaml/node_modules/esprima/bin/esparse.js: running...
dexy - INFO - (state:running) 896cca6660a7fcecd86946b6b9f1f892 doc:node_modules/grunt/node_modules/findup-sync/node_modules/lodash/lodash.js: running...
dexy - INFO - (state:running) 24b6eabbd0aca1c6c524d5245ef87c9d doc:node_modules/grunt/internal-tasks/subgrunt.js: running...
dexy - INFO - (state:running) 26a579e8e90a7b291a5eae3eeb76a6ba doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/lib/namespace.js: running...
dexy - INFO - (state:running) 01b644025fc75df3a2d11114e237e13f doc:node_modules/grunt/node_modules/glob/test/bash-comparison.js: running...
dexy - INFO - (state:running) 4e62d591faa0bdf0d0e238384b10f271 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/lib/action/append.js: running...
dexy - INFO - (state:running) ac6d52be59f8535de5b242b2aaae41b4 doc:node_modules/grunt/node_modules/minimatch/test/basic.js: running...
dexy - INFO - (state:running) c27ea30819cf1462f2cb90d5d916b753 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/index.js: running...
dexy - INFO - (state:running) f66debfdae1bf393028a5d86021e5d5d doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/noptify/actions/commandable.js: running...
dexy - INFO - (state:running) d4f5240f2135f92b67a2904d93b6d74e doc:node_modules/grunt/node_modules/js-yaml/lib/js-yaml/loader.js: running...
dexy - INFO - (state:running) 3532e7ad090d150f8d8087c195ec157a doc:node_modules/grunt/node_modules/getobject/test/namespace_test.js: running...
dexy - INFO - (state:running) d620bab202bbc2b4f943a72a21156aa0 doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/test/nocase-nomagic.js: running...
dexy - INFO - (state:running) 21a1658c19c730726d8b7c7f7a5d4ccc doc:node_modules/grunt/node_modules/coffee-script/lib/coffee-script/helpers.js: running...
dexy - INFO - (state:running) f78bb317d88003672c06744607192744 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/dist/lodash.underscore.min.js: running...
dexy - INFO - (state:running) 612ea7ad01f0ef30bb471af4e764cf99 doc:node_modules/grunt/node_modules/nopt/node_modules/abbrev/abbrev.js: running...
dexy - INFO - (state:running) 708cf93f4cc29f27d5e4647e36d7658a doc:node_modules/grunt/node_modules/underscore.string/test/test_underscore/utility.js: running...
dexy - INFO - (state:running) 50d07a638a61a89c95fb774be4ccc641 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/lib/extended-header-writer.js: running...
dexy - INFO - (state:running) a37cba4df6294f503a9a603fa20c0740 doc:node_modules/grunt/node_modules/dateformat/lib/dateformat.js: running...
dexy - INFO - (state:running) c0f6d616d9b2bf93690463f8827d9d6b doc:node_modules/grunt/node_modules/lodash/vendor/tar/vendor/fstream/lib/socket-reader.js: running...
dexy - INFO - (state:running) 1a02029ae99408b7836aa3f5416b45ff doc:node_modules/grunt/node_modules/grunt-legacy-util/index.js: running...
dexy - INFO - (state:running) 4fca0bb7c15db087317d51a7b1953822 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/tar.js: running...
dexy - INFO - (state:running) f1a97f55b38f056176181d315f610f4a doc:node_modules/grunt/node_modules/glob/node_modules/graceful-fs/test/open.js: running...
dexy - INFO - (state:running) 8d8aa41a11321e6989e30a641dafb531 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/node_modules/underscore.string/dist/underscore.string.min.js: running...
dexy - INFO - (state:running) c16a8ea501248109c0f606dea0473fc0 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/lib/help/added_formatters.js: running...
dexy - INFO - (state:running) 30c61ad30ac84c80a2f493f3139cf2a9 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/lib/extended-header.js: running...
dexy - INFO - (state:running) 3edf6a37e0aae8dbb0ea86be4d67e673 doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/node_modules/minimatch/test/caching.js: running...
dexy - INFO - (state:running) 58ad1a47ce73624e3810b5499f80252a doc:node_modules/grunt/lib/grunt/help.js: running...
dexy - INFO - (state:running) de04e392adf21d801eadc84daf1478a7 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/dist/lodash.compat.min.js: running...
dexy - INFO - (state:running) 6fa66ac8f0bda47a1dd0b4498a4412d3 doc:node_modules/grunt/node_modules/lodash/lodash.underscore.js: running...
dexy - INFO - (state:running) c70ed0e41371a2d00662b1f24ad02217 doc:node_modules/grunt/lib/grunt/template.js: running...
dexy - INFO - (state:running) e4a474c87f958bef5ae26dd8c527bc00 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/dist/lodash.js: running...
dexy - INFO - (state:running) 0270b50eaf47bd0c5338cf7e7ae6e426 doc:node_modules/grunt/node_modules/findup-sync/node_modules/lodash/dist/lodash.compat.min.js: running...
dexy - INFO - (state:running) 1f175048ead2359cfb238aa965509c14 doc:node_modules/grunt/node_modules/lodash/vendor/tar/lib/extract.js: running...
dexy - INFO - (state:running) 22d4e673dabb7d5700a738d24eec5c88 doc:node_modules/grunt/node_modules/js-yaml/lib/js-yaml/type/js/regexp.js: running...
dexy - INFO - (state:running) 1b4ec39e0bab20a61889ad37a5f6c064 doc:node_modules/grunt/node_modules/js-yaml/lib/js-yaml/type/int.js: running...
dexy - INFO - (state:running) 10722f0701992c51def8dbe732c295e9 doc:node_modules/grunt/node_modules/js-yaml/lib/js-yaml/common.js: running...
dexy - INFO - (state:running) 363838d5ff3ae92b6034d8c75e528b79 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/underscore/underscore.js: running...
dexy - INFO - (state:running) 6e43ec121c3f436a1a20e4da334923d7 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/node_modules/underscore.string/test/test_underscore/speed.js: running...
dexy - INFO - (state:running) d9c84bdc19f4da5609ce2bbe5b9752fd doc:node_modules/grunt-contrib-watch/node_modules/lodash/dist/lodash.compat.js: running...
dexy - INFO - (state:running) 35b4a816e0441e6a375cd925af50752c doc:Gruntfile.js: running...
dexy - INFO - (state:running) 51182bc9ce7b8b0b3b4bf724bef2e6fe doc:node_modules/grunt/node_modules/coffee-script/lib/coffee-script/rewriter.js: running...
dexy - INFO - (state:running) 4f69023a5aba9a814539cccce0a4861d doc:node_modules/grunt/node_modules/colors/themes/winston-light.js: running...
dexy - INFO - (state:running) a2bed5acf912ddfcf82932140e3346bd doc:node_modules/grunt-contrib-watch/node_modules/lodash/dist/lodash.underscore.js: running...
dexy - INFO - (state:running) 3cd74883b7caf038e0dbf8b97be35dc4 doc:node_modules/grunt/node_modules/coffee-script/lib/coffee-script/cake.js: running...
dexy - INFO - (state:running) 524952bd9755cc63e90ba567dd593203 doc:node_modules/grunt/node_modules/minimatch/node_modules/lru-cache/test/basic.js: running...
dexy - INFO - (state:running) 631e259e18262f6b485764e45ec5a204 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/faye-websocket/lib/faye/websocket.js: running...
dexy - INFO - (state:running) 274f9698527fb64c885031e74b4d44b1 doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/node_modules/minimatch/node_modules/lru-cache/test/foreach.js: running...
dexy - INFO - (state:running) d2264963cf6db17b33c78429f7abea23 doc:node_modules/grunt/node_modules/lodash/vendor/tar/vendor/inherits/inherits.js: running...
dexy - INFO - (state:running) ac6a24261165666e601b54d1d309be54 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/examples/nargs.js: running...
dexy - INFO - (state:running) 1fb7d11beae1ca1caa21f89f592b54dd doc:node_modules/grunt/node_modules/iconv-lite/generation/generate-big5-table.js: running...
dexy - INFO - (state:running) b752d4d4538b0ce759a70a22718910df doc:node_modules/grunt/node_modules/underscore.string/test/test_underscore/collections.js: running...
dexy - INFO - (state:running) ba1d7b1b7fc3ce44c0bc8aca8474d987 doc:node_modules/grunt/node_modules/grunt-legacy-util/test/fixtures/Gruntfile-print-text.js: running...
dexy - INFO - (state:running) 9094cf3987c8aa569662ff6f9d548ce5 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/lib/help/formatter.js: running...
dexy - INFO - (state:running) 59cdb9dd19789b857b6db716a74912f0 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/examples/sub_commands.js: running...
dexy - INFO - (state:running) fd2f04c141896c92f2c210d5b002f8b4 doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/examples/usr-local.js: running...
dexy - INFO - (state:running) a2b27d0bf0d806fc8366e7e91e6d5cb9 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/vendor/graceful-fs/graceful-fs.js: running...
dexy - INFO - (state:running) 45dc885affebc51adde1a346f12d351b doc:node_modules/grunt-contrib-watch/node_modules/gaze/lib/gaze.js: running...
dexy - INFO - (state:running) 3198c35406b81cd676e7b70edd90e6f4 doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/test/root.js: running...
dexy - INFO - (state:running) 065e68dbe36b54cd7e9b518f048d9813 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/glob/glob.js: running...
dexy - INFO - (state:running) b6aba35029bbedd0fd622ca3e0211249 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/debug/debug.js: running...
dexy - INFO - (state:running) 555885017a43e6e2996a4828f6ce0919 doc:node_modules/grunt/node_modules/lodash/vendor/tar/tar.js: running...
dexy - INFO - (state:running) 205ab37c2157b88c19f102bc17bad0f0 doc:node_modules/grunt/lib/util/task.js: running...
dexy - INFO - (state:running) 3851da0915db17a62b1f060d0cdc10bb doc:node_modules/grunt/node_modules/findup-sync/node_modules/lodash/dist/lodash.compat.js: running...
dexy - INFO - (state:running) f9177661a30cf2da2449389fd671e55a doc:node_modules/grunt/node_modules/js-yaml/lib/js-yaml/type.js: running...
dexy - INFO - (state:running) 89377e10f0c77832ff4e02684422d631 doc:node_modules/grunt/node_modules/js-yaml/lib/js-yaml/exception.js: running...
dexy - INFO - (state:running) ea4eed3b932a8b97a3b9205f310636d3 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/tasks/tiny-lr.js: running...
dexy - INFO - (state:running) 020a8fc0604f93586a2ea45c1d99612d doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/node_modules/underscore.string/test/test_underscore/collections.js: running...
dexy - INFO - (state:running) d5342eabfa633abff73eb20e2a539140 doc:node_modules/grunt/node_modules/js-yaml/lib/js-yaml/type/null.js: running...
dexy - INFO - (state:running) f160e7f33ab9dd21b1fdcca68376a5b7 doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/test/globstar-match.js: running...
dexy - INFO - (state:running) 5590e1fec5d262966981e32a60706174 doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/test/zz-cleanup.js: running...
dexy - INFO - (state:running) c830a659f91cbd6a039e9c8b18e573e5 doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/test/readme-issue.js: running...
dexy - INFO - (state:running) f19a18e19d9ed884826df93c905d28a9 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/minimatch/test/basic.js: running...
dexy - INFO - (state:running) d777f219843cab8f1c8df18e9782af6c doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/lib/parse.js: running...
dexy - INFO - (state:running) 183e04757622ff8ea10cf2b7c9dc8f3c doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/node_modules/underscore.string/test/test_underscore/objects.js: running...
dexy - INFO - (state:running) c4e0abc95b08657d1e1090d0ac12e472 doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/test/cwd-test.js: running...
dexy - INFO - (state:running) 7232fc78abc0f65258ba7faaad3e8048 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/dist/lodash.underscore.js: running...
dexy - INFO - (state:running) 93e41f3440043c20350638221b8b9070 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/faye-websocket/lib/faye/websocket/hybi_parser/handshake.js: running...
dexy - INFO - (state:running) e97373861a88f7733616d77cbe3dd084 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/glob/test/root.js: running...
dexy - INFO - (state:running) 5ff023258dec0f8bc08af49d67a3afed doc:node_modules/grunt/node_modules/iconv-lite/test/performance.js: running...
dexy - INFO - (state:running) 000289fad96942a14b638fc45b32135d doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/lib/action_container.js: running...
dexy - INFO - (state:running) ad50ec137edd5b1628cf735ff84b0787 doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/node_modules/minimatch/node_modules/sigmund/sigmund.js: running...
dexy - INFO - (state:running) 9e72b8b79cda5254483dd3572558c591 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/platform.js/platform.js: running...
dexy - INFO - (state:running) ec21b0e6b3b18126b519d484700721f4 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/faye-websocket/spec/faye/websocket/draft76parser_spec.js: running...
dexy - INFO - (state:running) 17c9941bd5f32e60e34dd7557c23b112 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/lib/client.js: running...
dexy - INFO - (state:running) 5f22761b5cebac02555987ddb17067dd doc:node_modules/grunt/node_modules/grunt-legacy-log/node_modules/underscore.string/test/speed.js: running...
dexy - INFO - (state:running) 4f3af1bdc98b29ea6693aaa2047fdda3 doc:node_modules/grunt/node_modules/async/lib/async.js: running...
dexy - INFO - (state:running) 91b41a82742f5ed2deac99c3ecb9700b doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/noptify/node_modules/nopt/bin/nopt.js: running...
dexy - INFO - (state:running) c10e5a6e705c80edbe8db6886d6babaf doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/test/mark.js: running...
dexy - INFO - (state:running) cf14094113a7931a6359407d4e1f8319 doc:node_modules/grunt/node_modules/iconv-lite/encodings/table/big5.js: running...
dexy - INFO - (state:running) 1a3798645c3f0ebc303ecb2f3b14b3f9 doc:node_modules/grunt/node_modules/glob/test/cwd-test.js: running...
dexy - INFO - (state:running) aab940f5df55cfb4aeaebc81a2a684bf doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/test/test-build.js: running...
dexy - INFO - (state:running) 6111f49b672aa90f00ed2df27e14cd83 doc:node_modules/grunt/node_modules/coffee-script/lib/coffee-script/browser.js: running...
dexy - INFO - (state:running) d33718b5577374729e8cd6fbbd6d484a doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/node_modules/minimatch/node_modules/lru-cache/test/basic.js: running...
dexy - INFO - (state:running) dcf37a52655815551601a06e2300094e doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/lodash.js: running...
dexy - INFO - (state:running) c28e5369fa20227b0611c01a01b3003b doc:node_modules/grunt/node_modules/lodash/vendor/tar/vendor/graceful-fs/graceful-fs.js: running...
dexy - INFO - (state:running) 48dfcc56197dbbe03e99725df82f5e85 doc:node_modules/grunt/node_modules/glob/test/pause-resume.js: running...
dexy - INFO - (state:running) 54c5557833b583708daba73507862eb2 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/qunit-clib/qunit-clib.js: running...
dexy - INFO - (state:running) e45dda13fb1145691d7ced13c28a90f6 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/qs/test/browser/qs.js: running...
dexy - INFO - (state:running) d215e1a921d58bc84b1407c2afe5664c doc:node_modules/grunt/node_modules/js-yaml/lib/js-yaml.js: running...
dexy - INFO - (state:running) 90e686af5b30e86b590320f38fd183a5 doc:node_modules/grunt/node_modules/underscore.string/test/test_underscore/vendor/jslitmus.js: running...
dexy - INFO - (state:running) d0d89947b3d022737352d349d3a07de3 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/vendor/fstream/lib/writer.js: running...
dexy - INFO - (state:running) 8b9f1e2ef0e513100b7cb1feabace009 doc:node_modules/grunt/node_modules/hooker/test/hooker_test.js: running...
dexy - INFO - (state:running) 2316e5737954177dfbb5cf6f796fdff3 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/minimatch/node_modules/lru-cache/test/memory-leak.js: running...
dexy - INFO - (state:running) 0bfa0cfde9bd01e65edbf0e1d7bd0b0c doc:node_modules/grunt/node_modules/iconv-lite/test/cyrillic-test.js: running...
dexy - INFO - (state:running) 61a99c1b4d8e4f06f1a1e7ab6e52ece2 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/vendor/fstream/lib/proxy-writer.js: running...
dexy - INFO - (state:running) 3fd87b1f4eb66a454dbab671295cd376 doc:node_modules/grunt/node_modules/hooker/lib/hooker.js: running...
dexy - INFO - (state:running) d7fe93df4024cc32995361ca71778563 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/qs/benchmark.js: running...
dexy - INFO - (state:running) fec490ef4000c84914c91eb8342e2180 doc:node_modules/grunt/node_modules/grunt-legacy-util/test/index.js: running...
dexy - INFO - (state:running) 96c6d30abc21d49d20650647e0647267 doc:node_modules/grunt/node_modules/lodash/build.js: running...
dexy - INFO - (state:running) 7a6f26bae0b78009a5008c3ad65e2682 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/vendor/fstream/lib/dir-writer.js: running...
dexy - INFO - (state:running) c798d7fa6f545d0485e2100b59c58d35 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/dist/lodash.compat.js: running...
dexy - INFO - (state:running) 3012b4777e747e0487ee857bbe676534 doc:node_modules/grunt/node_modules/js-yaml/lib/js-yaml/type/pairs.js: running...
dexy - INFO - (state:running) 92c5dd710d30c4d5cb15d0a76c624c11 doc:node_modules/grunt/node_modules/lodash/vendor/tar/vendor/fstream/lib/proxy-reader.js: running...
dexy - INFO - (state:running) 909f29c78a4947797ad5133b137ae453 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/glob/examples/g.js: running...
dexy - INFO - (state:running) a508756010fe3ef613e70e4c4868a6dc doc:node_modules/grunt/node_modules/js-yaml/bin/js-yaml.js: running...
dexy - INFO - (state:running) 6e278b5d7ebdddd3d6c88e62e6f56c7c doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/minimatch/node_modules/sigmund/test/basic.js: running...
